"plot_id","monad","sample","title","caption","surv_habitat"
44292,"SE2589",932860,"Indicator survey","NPMS Habitat","Neutral pastures and meadows"
43823,"WV5755",933064,"Inventory survey","NPMS Habitat","Dry acid grassland"
43823,"WV5755",933064,"Inventory survey","NPMS Management","Cutting / mowing"
43824,"WV5755",933090,"Inventory survey","NPMS Management","Other"
43824,"WV5755",933090,"Inventory survey","NPMS Habitat","Not in scheme"
44294,"SW7338",933174,"Wildflower survey","NPMS Grazing","Low"
44294,"SW7338",933174,"Wildflower survey","NPMS Management","Tree planting"
44294,"SW7338",933174,"Wildflower survey","NPMS Habitat","Dry deciduous woodland"
44431,"SU4728",950454,"Inventory survey","NPMS Grazing","Low"
44431,"SU4728",950454,"Inventory survey","NPMS Habitat","Broadleaved woodland, hedges and scrub"
43826,"WV5755",951820,"Inventory survey","NPMS Management","Other"
43826,"WV5755",951820,"Inventory survey","NPMS Habitat","Dry deciduous woodland"
43827,"WV5755",951840,"Inventory survey","NPMS Management","Cutting / mowing"
43827,"WV5755",951840,"Inventory survey","NPMS Habitat","Dry acid grassland"
43828,"WV5755",951869,"Inventory survey","NPMS Habitat","Arable field margins"
43828,"WV5755",951869,"Inventory survey","NPMS Management","Herbicides to control weeds"
43828,"WV5755",951869,"Inventory survey","NPMS Management","Fertilised to improve soil fertility"
43828,"WV5755",951869,"Inventory survey","NPMS Management","Arable cropping"
44573,"NT2393",954627,"Wildflower survey","NPMS Management","Tree planting"
44573,"NT2393",954627,"Wildflower survey","NPMS Grazing","Low"
44573,"NT2393",954627,"Wildflower survey","NPMS Habitat","Native conifer woods and juniper scrub"
44573,"NT2393",954627,"Wildflower survey","NPMS Management","Ditch-clearance"
44573,"NT2393",954627,"Wildflower survey","NPMS Management","Scrub clearance / tree felling"
44572,"NT2393",954634,"Wildflower survey","NPMS Grazing","Low"
44572,"NT2393",954634,"Wildflower survey","NPMS Management","Scrub clearance / tree felling"
44572,"NT2393",954634,"Wildflower survey","NPMS Habitat","Lowland grassland"
44571,"NT2393",954667,"Wildflower survey","NPMS Management","Ditch-clearance"
44571,"NT2393",954667,"Wildflower survey","NPMS Management","Scrub clearance / tree felling"
44571,"NT2393",954667,"Wildflower survey","NPMS Grazing","Low"
44571,"NT2393",954667,"Wildflower survey","NPMS Management","Tree planting"
44571,"NT2393",954667,"Wildflower survey","NPMS Management","Grazing - rabbits / deer"
44571,"NT2393",954667,"Wildflower survey","NPMS Habitat","Native conifer woods and juniper scrub"
44570,"NT2393",954673,"Wildflower survey","NPMS Grazing","Low"
44570,"NT2393",954673,"Wildflower survey","NPMS Habitat","Wet woodland"
44569,"NT2393",954676,"Wildflower survey","NPMS Habitat","Dry deciduous woodland"
44569,"NT2393",954676,"Wildflower survey","NPMS Grazing","Low"
43894,"SS8744",959134,"Inventory survey","NPMS Habitat","Hedgerows of native species"
43894,"SS8744",959134,"Inventory survey","NPMS Grazing","Moderate"
43894,"SS8744",959134,"Inventory survey","NPMS Management","Grazing - rabbits / deer"
43895,"SS8744",959137,"Inventory survey","NPMS Management","Grazing - livestock"
43895,"SS8744",959137,"Inventory survey","NPMS Habitat","Dry acid grassland"
43895,"SS8744",959137,"Inventory survey","NPMS Grazing","High"
43895,"SS8744",959137,"Inventory survey","NPMS Management","Grazing - rabbits / deer"
43895,"SS8744",959137,"Inventory survey","NPMS Management","Path, track or road works"
45884,"TQ1050",961405,"Wildflower survey","NPMS Habitat","Dry deciduous woodland"
45885,"TQ1050",961409,"Wildflower survey","NPMS Habitat","Hedgerows of native species"
45999,"SK6592",963447,"Wildflower survey","NPMS Habitat","Hedgerows of native species"
45997,"SK6592",963472,"Wildflower survey","NPMS Habitat","Hedgerows of native species"
45998,"SK6592",963478,"Wildflower survey","NPMS Habitat","Neutral damp grassland"
46000,"SK6592",963501,"Wildflower survey","NPMS Habitat","Hedgerows of native species"
46037,"SJ3094",964002,"Wildflower survey","NPMS Habitat","Lowland grassland"
46038,"SJ3094",964034,"Wildflower survey","NPMS Habitat","Lowland grassland"
46146,"SK6592",964707,"Wildflower survey","NPMS Habitat","Base-rich fens, mires and springs"
46147,"TQ6679",964968,"Indicator survey","NPMS Habitat","Neutral pastures and meadows"
46147,"TQ6679",964968,"Indicator survey","NPMS Grazing","Low"
46148,"TQ6679",964979,"Indicator survey","NPMS Grazing","Low"
46148,"TQ6679",964979,"Indicator survey","NPMS Habitat","Dry deciduous woodland"
46155,"SN0909",965799,"Inventory survey","NPMS Habitat","Lowland grassland"
46155,"SN0909",965799,"Inventory survey","NPMS Grazing","Moderate"
46155,"SN0909",965799,"Inventory survey","NPMS Management","Grazing - livestock"
46155,"SN0909",965799,"Inventory survey","NPMS Management","Cutting / mowing"
46158,"SN0909",965891,"Indicator survey","NPMS Grazing","Low"
46158,"SN0909",965891,"Indicator survey","NPMS Management","Coppicing"
46158,"SN0909",965891,"Indicator survey","NPMS Habitat","Hedgerows of native species"
46159,"SN0909",965907,"Indicator survey","NPMS Habitat","Lowland grassland"
46159,"SN0909",965907,"Indicator survey","NPMS Grazing","Low"
46159,"SN0909",965907,"Indicator survey","NPMS Management","Cutting / mowing"
46160,"SN0909",965911,"Indicator survey","NPMS Grazing","Low"
46160,"SN0909",965911,"Indicator survey","NPMS Habitat","Broadleaved woodland, hedges and scrub"
46160,"SN0909",965911,"Indicator survey","NPMS Management","Coppicing"
46161,"SN0909",965928,"Indicator survey","NPMS Management","Grazing - livestock"
46161,"SN0909",965928,"Indicator survey","NPMS Grazing","Moderate"
46161,"SN0909",965928,"Indicator survey","NPMS Habitat","Lowland grassland"
46169,"SH3544",966953,"Wildflower survey","NPMS Habitat","Dry acid grassland"
46169,"SH3544",966953,"Wildflower survey","NPMS Grazing","Moderate"
46169,"SH3544",966953,"Wildflower survey","NPMS Management","Grazing - livestock"
46173,"NT2788",967131,"Indicator survey","NPMS Habitat","Coastal vegetated shingle"
46175,"NT2788",967169,"Indicator survey","NPMS Habitat","Broadleaved woodland, hedges and scrub"
46176,"NT2788",967201,"Indicator survey","NPMS Management","Cutting / mowing"
46176,"NT2788",967201,"Indicator survey","NPMS Habitat","Lowland grassland"
46177,"NT2788",967236,"Indicator survey","NPMS Habitat","Hedgerows of native species"
46178,"NT2788",967268,"Indicator survey","NPMS Habitat","Maritime cliffs and slopes"
46178,"NT2788",967268,"Indicator survey","NPMS Management","Grazing - rabbits / deer"
46178,"NT2788",967268,"Indicator survey","NPMS Grazing","Moderate"
46194,"TL3598",968529,"Wildflower survey","NPMS Habitat","Rivers and streams"
46194,"TL3598",968529,"Wildflower survey","NPMS Management","Water regime regulation"
46195,"TL3598",968542,"Wildflower survey","NPMS Habitat","Arable field margins"
46191,"SE9023",968553,"Indicator survey","NPMS Habitat","Hedgerows of native species"
46191,"SE9023",968553,"Indicator survey","NPMS Grazing","Low"
46196,"TL3598",968555,"Wildflower survey","NPMS Habitat","Arable field margins"
46197,"TL3598",968596,"Wildflower survey","NPMS Grazing","Low"
46197,"TL3598",968596,"Wildflower survey","NPMS Habitat","Dry calcareous grassland"
46197,"TL3598",968596,"Wildflower survey","NPMS Management","Grazing - livestock"
46197,"TL3598",968596,"Wildflower survey","NPMS Management","Fenced to exclude grazing"
46197,"TL3598",968596,"Wildflower survey","NPMS Management","Cutting / mowing"
46209,"SE9023",968598,"Indicator survey","NPMS Habitat","Neutral pastures and meadows"
46209,"SE9023",968598,"Indicator survey","NPMS Grazing","Low"
46200,"SE9023",968600,"Indicator survey","NPMS Grazing","Low"
46200,"SE9023",968600,"Indicator survey","NPMS Habitat","Nutrient-rich lakes and ponds"
46195,"TL3598",968601,"Wildflower survey","NPMS Habitat","Arable field margins"
46195,"TL3598",968601,"Wildflower survey","NPMS Management","Arable cropping"
46202,"SE9023",968602,"Indicator survey","NPMS Habitat","Arable field margins"
46202,"SE9023",968602,"Indicator survey","NPMS Management","Herbicides to control weeds"
46202,"SE9023",968602,"Indicator survey","NPMS Grazing","Low"
46196,"TL3598",968619,"Wildflower survey","NPMS Management","Arable cropping"
46196,"TL3598",968619,"Wildflower survey","NPMS Habitat","Arable field margins"
46208,"SE9023",968620,"Indicator survey","NPMS Grazing","Low"
46208,"SE9023",968620,"Indicator survey","NPMS Habitat","Arable field margins"
46208,"SE9023",968620,"Indicator survey","NPMS Management","Herbicides to control weeds"
46201,"TL3598",968630,"Wildflower survey","NPMS Habitat","Arable field margins"
46201,"TL3598",968630,"Wildflower survey","NPMS Management","Arable cropping"
45886,"SX8344",969560,"Indicator survey","NPMS Habitat","Coastal vegetated shingle"
133867,"SO0407",971238,"Wildflower survey","NPMS Management","Cutting / mowing"
133867,"SO0407",971238,"Wildflower survey","NPMS Habitat","Not in scheme"
133867,"SO0407",971257,"Indicator survey","NPMS Management","Cutting / mowing"
133867,"SO0407",971257,"Indicator survey","NPMS Habitat","Not in scheme"
133868,"SO0407",971262,"Indicator survey","NPMS Management","Coppicing"
133868,"SO0407",971262,"Indicator survey","NPMS Habitat","Hedgerows of native species"
133868,"SO0407",971262,"Indicator survey","NPMS Management","Cutting / mowing"
133869,"SO0407",971291,"Indicator survey","NPMS Management","Coppicing"
133869,"SO0407",971291,"Indicator survey","NPMS Management","Scrub clearance / tree felling"
133869,"SO0407",971291,"Indicator survey","NPMS Habitat","Dry deciduous woodland"
133873,"SO0407",971319,"Indicator survey","NPMS Management","Scrub clearance / tree felling"
133873,"SO0407",971319,"Indicator survey","NPMS Management","Coppicing"
133873,"SO0407",971319,"Indicator survey","NPMS Habitat","Wet woodland"
133873,"SO0407",971319,"Indicator survey","NPMS Management","Ditch-clearance"
133875,"SO0407",971335,"Indicator survey","NPMS Habitat","Neutral pastures and meadows"
133875,"SO0407",971335,"Indicator survey","NPMS Management","Cutting / mowing"
143385,"SH5955",975036,"Wildflower survey","NPMS Management","Grazing - livestock"
143385,"SH5955",975036,"Wildflower survey","NPMS Grazing","Low"
143385,"SH5955",975036,"Wildflower survey","NPMS Habitat","Montane acid grassland"
133969,"SH5955",975109,"Wildflower survey","NPMS Grazing","Low"
133969,"SH5955",975109,"Wildflower survey","NPMS Management","Grazing - livestock"
133969,"SH5955",975109,"Wildflower survey","NPMS Habitat","Montane rocks and scree"
133970,"SH5955",975114,"Wildflower survey","NPMS Grazing","Low"
133970,"SH5955",975114,"Wildflower survey","NPMS Habitat","Montane acid grassland"
133970,"SH5955",975114,"Wildflower survey","NPMS Management","Grazing - livestock"
133971,"SH5955",975138,"Wildflower survey","NPMS Habitat","Acid fens, mires and springs"
133971,"SH5955",975138,"Wildflower survey","NPMS Management","Grazing - livestock"
133971,"SH5955",975138,"Wildflower survey","NPMS Grazing","Low"
133973,"SU4857",975182,"Indicator survey","NPMS Habitat","Hedgerows of native species"
133973,"SU4857",975182,"Indicator survey","NPMS Grazing","Low"
133979,"SP3545",975700,"Inventory survey","NPMS Grazing","Low"
133979,"SP3545",975700,"Inventory survey","NPMS Management","Grazing - livestock"
133979,"SP3545",975700,"Inventory survey","NPMS Habitat","Neutral pastures and meadows"
133977,"SP3545",975718,"Inventory survey","NPMS Habitat","Arable margins"
133978,"SP3545",975723,"Inventory survey","NPMS Grazing","Low"
133978,"SP3545",975723,"Inventory survey","NPMS Management","Grazing - livestock"
133978,"SP3545",975723,"Inventory survey","NPMS Management","Fenced to exclude grazing"
133978,"SP3545",975723,"Inventory survey","NPMS Habitat","Lowland grassland"
133972,"SP3545",975733,"Inventory survey","NPMS Management","Grazing - rabbits / deer"
133972,"SP3545",975733,"Inventory survey","NPMS Management","Path, track or road works"
133972,"SP3545",975733,"Inventory survey","NPMS Habitat","Wet woodland"
133972,"SP3545",975733,"Inventory survey","NPMS Management","Cutting / mowing"
133972,"SP3545",975733,"Inventory survey","NPMS Management","Fenced to exclude grazing"
133998,"TQ5319",976589,"Wildflower survey","NPMS Habitat","Arable field margins"
133998,"TQ5319",976589,"Wildflower survey","NPMS Management","Cutting / mowing"
133998,"TQ5319",976589,"Wildflower survey","NPMS Management","Path, track or road works"
133998,"TQ5319",976589,"Wildflower survey","NPMS Grazing","Low"
133975,"SP3545",978077,"Inventory survey","NPMS Management","Ditch-clearance"
133975,"SP3545",978077,"Inventory survey","NPMS Habitat","Arable margins"
133975,"SP3545",978077,"Inventory survey","NPMS Management","Fenced to exclude grazing"
134058,"NX8392",979027,"Indicator survey","NPMS Grazing","Moderate"
134058,"NX8392",979027,"Indicator survey","NPMS Habitat","Heathland"
134058,"NX8392",979027,"Indicator survey","NPMS Management","Grazing - rabbits / deer"
134058,"NX8392",979027,"Indicator survey","NPMS Management","Grazing - livestock"
134060,"NX8392",979097,"Indicator survey","NPMS Grazing","High"
134060,"NX8392",979097,"Indicator survey","NPMS Habitat","Not in scheme"
134060,"NX8392",979097,"Indicator survey","NPMS Management","Grazing - rabbits / deer"
134060,"NX8392",979097,"Indicator survey","NPMS Management","Grazing - livestock"
134065,"NO2636",979324,"Inventory survey","NPMS Habitat","Dry acid grassland"
134066,"NO2636",979359,"Inventory survey","NPMS Management","Grazing - rabbits / deer"
134066,"NO2636",979359,"Inventory survey","NPMS Grazing","Low"
134066,"NO2636",979359,"Inventory survey","NPMS Habitat","Dry heathland"
134066,"NO2636",979359,"Inventory survey","NPMS Management","Burning"
134067,"NO2636",979450,"Inventory survey","NPMS Grazing","Low"
134067,"NO2636",979450,"Inventory survey","NPMS Management","Grazing - rabbits / deer"
134067,"NO2636",979450,"Inventory survey","NPMS Habitat","Acid fens, mires and springs"
134068,"NO2636",980166,"Inventory survey","NPMS Habitat","Dry deciduous woodland"
134069,"NO2636",980348,"Inventory survey","NPMS Habitat","Neutral pastures and meadows"
134069,"NO2636",980348,"Inventory survey","NPMS Grazing","Low"
134372,"TQ2204",981226,"Inventory survey","NPMS Habitat","Coastal vegetated shingle"
134372,"TQ2204",981226,"Inventory survey","NPMS Management","Path, track or road works"
46189,"SH5902",982013,"Wildflower survey","NPMS Habitat","Broadleaved woodland, hedges and scrub"
134112,"SN6382",982934,"Wildflower survey","NPMS Habitat","Neutral pastures and meadows"
134112,"SN6382",982934,"Wildflower survey","NPMS Management","Cutting / mowing"
134112,"SN6382",982947,"Inventory survey","NPMS Habitat","Neutral pastures and meadows"
134112,"SN6382",982947,"Inventory survey","NPMS Management","Cutting / mowing"
134113,"SN6382",982996,"Inventory survey","NPMS Habitat","Hedgerows of native species"
134113,"SN6382",982996,"Inventory survey","NPMS Management","Cutting / mowing"
134114,"SN6382",983061,"Inventory survey","NPMS Habitat","Dry deciduous woodland"
134114,"SN6382",983061,"Inventory survey","NPMS Management","Other"
134114,"SN6382",983061,"Inventory survey","NPMS Management","Fenced to exclude grazing"
44269,"SE3463",984842,"Indicator survey","NPMS Management","Herbicides to control weeds"
44269,"SE3463",984842,"Indicator survey","NPMS Grazing","Moderate"
44269,"SE3463",984842,"Indicator survey","NPMS Habitat","Neutral pastures and meadows"
44269,"SE3463",984842,"Indicator survey","NPMS Management","Grazing - livestock"
44271,"SE3463",984857,"Indicator survey","NPMS Management","Grazing - livestock"
44271,"SE3463",984857,"Indicator survey","NPMS Grazing","Low"
44271,"SE3463",984857,"Indicator survey","NPMS Habitat","Rivers and streams"
44268,"SE3463",984867,"Indicator survey","NPMS Habitat","Neutral damp grassland"
44268,"SE3463",984867,"Indicator survey","NPMS Management","Herbicides to control weeds"
44268,"SE3463",984867,"Indicator survey","NPMS Grazing","Moderate"
44268,"SE3463",984867,"Indicator survey","NPMS Management","Grazing - livestock"
134159,"SY5894",985622,"Wildflower survey","NPMS Habitat","Hedgerows of native species"
134160,"SY5894",985632,"Wildflower survey","NPMS Management","Arable cropping"
134160,"SY5894",985632,"Wildflower survey","NPMS Habitat","Arable field margins"
134162,"SY5894",985639,"Wildflower survey","NPMS Habitat","Dry calcareous grassland"
134162,"SY5894",985639,"Wildflower survey","NPMS Grazing","Low"
134164,"SY5894",985647,"Wildflower survey","NPMS Habitat","Dry deciduous woodland"
134212,"NT9427",986664,"Indicator survey","NPMS Management","Other"
134212,"NT9427",986664,"Indicator survey","NPMS Management","Burning"
134212,"NT9427",986664,"Indicator survey","NPMS Grazing","Low"
134212,"NT9427",986664,"Indicator survey","NPMS Management","Grazing - livestock"
134212,"NT9427",986664,"Indicator survey","NPMS Habitat","Dry heathland"
46174,"SH3544",986840,"Wildflower survey","NPMS Habitat","Dry heathland"
46174,"SH3544",986840,"Wildflower survey","NPMS Grazing","Low"
46174,"SH3544",986840,"Wildflower survey","NPMS Management","Grazing - livestock"
134244,"SX8344",989253,"Indicator survey","NPMS Habitat","Coastal vegetated shingle"
134245,"SX8344",989747,"Indicator survey","NPMS Habitat","Coastal vegetated shingle"
134253,"SX8344",990196,"Indicator survey","NPMS Habitat","Coastal vegetated shingle"
134259,"SO0339",990645,"Inventory survey","NPMS Management","Grazing - rabbits / deer"
134259,"SO0339",990645,"Inventory survey","NPMS Habitat","Neutral pastures and meadows"
134259,"SO0339",990645,"Inventory survey","NPMS Management","Grazing - livestock"
134259,"SO0339",990645,"Inventory survey","NPMS Grazing","Moderate"
134260,"SO0339",990676,"Inventory survey","NPMS Management","Grazing - rabbits / deer"
134260,"SO0339",990676,"Inventory survey","NPMS Habitat","Montane acid grassland"
134260,"SO0339",990676,"Inventory survey","NPMS Management","Fenced to exclude grazing"
134260,"SO0339",990676,"Inventory survey","NPMS Grazing","Low"
134264,"TQ2204",990727,"Inventory survey","NPMS Habitat","Coastal vegetated shingle"
134277,"SH7213",991632,"Indicator survey","NPMS Habitat","Montane acid grassland"
134277,"SH7213",991632,"Indicator survey","NPMS Management","Grazing - livestock"
134277,"SH7213",991632,"Indicator survey","NPMS Grazing","Moderate"
134265,"TG2739",992766,"Indicator survey","NPMS Habitat","Dry deciduous woodland"
134266,"TG2739",992789,"Indicator survey","NPMS Management","Arable cropping"
134266,"TG2739",992789,"Indicator survey","NPMS Habitat","Arable margins"
134370,"TQ2204",992812,"Inventory survey","NPMS Habitat","Coastal vegetated shingle"
134267,"TG2739",992813,"Indicator survey","NPMS Management","Cutting / mowing"
134267,"TG2739",992813,"Indicator survey","NPMS Habitat","Hedgerows of native species"
134268,"TG2739",992847,"Indicator survey","NPMS Habitat","Maritime cliffs and slopes"
134269,"TG2739",992851,"Indicator survey","NPMS Habitat","Maritime cliffs and slopes"
134261,"SO0339",993040,"Inventory survey","NPMS Habitat","Marsh and fen"
134261,"SO0339",993040,"Inventory survey","NPMS Management","Grazing - rabbits / deer"
134261,"SO0339",993040,"Inventory survey","NPMS Management","Grazing - livestock"
134261,"SO0339",993040,"Inventory survey","NPMS Grazing","Low"
134413,"TQ2686",994098,"Wildflower survey","NPMS Habitat","Dry deciduous woodland"
134417,"TQ2686",994175,"Wildflower survey","NPMS Habitat","Dry deciduous woodland"
134418,"TQ2686",994268,"Wildflower survey","NPMS Habitat","Dry heathland"
45992,"SD4497",994541,"Wildflower survey","NPMS Grazing","Moderate"
45992,"SD4497",994541,"Wildflower survey","NPMS Management","Grazing - livestock"
